Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
BIKAJI,Dec 2024,721,614,107,15%,8,3,19,93,26%,69,2.76,https://www.screener.in/company/source/quarter/1275353/12/2024/
BIKAJI,Mar 2025,715,659,55,8%,8,4,21,39,28%,28,1.14,https://www.screener.in/company/source/quarter/1275353/3/2025/
BIKAJI,Jun 2025,611,537,74,12%,10,5,25,55,27%,40,1.78,https://www.screener.in/company/source/quarter/1275353/6/2025/
MEGASTAR,Sep 2022,58.16,54.43,3.73,6.41%,0.03,1.36,0.49,1.91,25.65%,1.42,1.42,https://www.screener.in/company/source/quarter/1274354/9/2022/
MEGASTAR,Dec 2022,64.97,60.27,4.70,7.23%,0.07,2.10,0.51,2.16,32.87%,1.45,1.45,https://www.screener.in/company/source/quarter/1274354/12/2022/
MEGASTAR,Mar 2023,66.57,60.05,6.52,9.79%,0.03,1.87,0.52,4.16,22.12%,3.24,3.24,https://www.screener.in/company/source/quarter/1274354/3/2023/
MEGASTAR,Jun 2023,114.50,107.80,6.70,5.85%,0.07,0.74,0.64,5.39,26.35%,3.97,3.97,https://www.screener.in/company/source/quarter/1274354/6/2023/
MEGASTAR,Sep 2023,70.85,67.17,3.68,5.19%,0.70,1.03,0.61,2.74,24.09%,2.08,2.08,https://www.screener.in/company/source/quarter/1274354/9/2023/
MEGASTAR,Dec 2023,68.87,65.17,3.70,5.37%,1.10,1.44,0.64,2.72,25.37%,2.03,2.03,https://www.screener.in/company/source/quarter/1274354/12/2023/
MEGASTAR,Mar 2024,72.57,68.84,3.73,5.14%,0.07,1.51,0.65,1.64,17.07%,1.36,1.36,https://www.screener.in/company/source/quarter/1274354/3/2024/
MEGASTAR,Jun 2024,62.64,60.36,2.28,3.64%,0.17,0.67,0.67,1.11,23.42%,0.85,0.75,https://www.screener.in/company/source/quarter/1274354/6/2024/
MEGASTAR,Sep 2024,56.92,54.99,1.93,3.39%,0.07,0.60,0.82,0.58,24.14%,0.43,0.38,https://www.screener.in/company/source/quarter/1274354/9/2024/
MEGASTAR,Dec 2024,90.00,85.48,4.52,5.02%,0.05,1.57,0.87,2.13,24.41%,1.60,1.42,https://www.screener.in/company/source/quarter/1274354/12/2024/
MEGASTAR,Mar 2025,92.70,86.79,5.91,6.38%,0.10,3.89,1.51,0.61,26.23%,0.45,0.40,https://www.screener.in/company/source/quarter/1274354/3/2025/
MEGASTAR,Jun 2025,121.38,111.67,9.71,8.00%,0.01,5.62,2.15,1.95,32.82%,1.31,1.16,https://www.screener.in/company/source/quarter/1274354/6/2025/
HARIOMPIPE,Jun 2024,331,289,42,13%,1,10,10,24,29%,17,5.81,https://www.screener.in/company/source/quarter/1275206/6/2024/
HARIOMPIPE,Dec 2024,343,299,45,13%,1,11,12,23,23%,18,5.66,https://www.screener.in/company/source/quarter/1275206/12/2024/
HARIOMPIPE,Mar 2025,300,260,40,13%,0,12,13,15,27%,11,3.63,https://www.screener.in/company/source/quarter/1275206/3/2025/
HARIOMPIPE,Jun 2025,400,351,49,12%,0,12,14,23,26%,17,5.57,https://www.screener.in/company/source/quarter/1275206/6/2025/
PRUDENT,Sep 2022,128,96,32,25%,0,1,6,26,26%,19,4.68,https://www.screener.in/company/source/quarter/1275224/9/2022/
PRUDENT,Dec 2022,148,105,42,29%,1,0,6,37,25%,28,6.67,https://www.screener.in/company/source/quarter/1275224/12/2022/
PRUDENT,Mar 2023,158,116,43,27%,3,1,6,38,26%,28,6.88,https://www.screener.in/company/source/quarter/1275224/3/2023/
PRUDENT,Jun 2023,177,118,58,33%,3,1,6,55,25%,41,9.96,https://www.screener.in/company/source/quarter/1275224/6/2023/
PRUDENT,Sep 2023,165,126,39,24%,5,0,6,38,25%,28,6.78,https://www.screener.in/company/source/quarter/1275224/9/2023/
PRUDENT,Dec 2023,190,147,43,23%,4,0,6,41,25%,30,7.35,https://www.screener.in/company/source/quarter/1275224/12/2023/
PRUDENT,Mar 2024,210,160,50,24%,5,0,6,48,25%,36,8.62,https://www.screener.in/company/source/quarter/1275224/3/2024/
PRUDENT,Jun 2024,240,179,61,25%,6,1,6,60,25%,45,10.76,https://www.screener.in/company/source/quarter/1275224/6/2024/
PRUDENT,Sep 2024,249,190,59,24%,7,0,6,59,25%,44,10.67,https://www.screener.in/company/source/quarter/1275224/9/2024/
PRUDENT,Dec 2024,286,217,69,24%,8,1,7,69,26%,52,12.44,https://www.screener.in/company/source/quarter/1275224/12/2024/
PRUDENT,Mar 2025,285,219,66,23%,7,1,7,64,25%,48,11.64,https://www.screener.in/company/source/quarter/1275224/3/2025/
PRUDENT,Jun 2025,283,214,69,24%,8,1,7,69,25%,52,12.50,https://www.screener.in/company/source/quarter/1275224/6/2025/
ACUTAAS,Dec 2022,147,119,28,19%,1,0,3,26,26%,19,2.61,https://www.screener.in/company/source/quarter/1274921/12/2022/
ACUTAAS,Mar 2023,152,122,31,20%,3,1,3,30,25%,22,3.06,https://www.screener.in/company/source/quarter/1274921/3/2023/
ACUTAAS,Jun 2023,186,146,41,22%,-0,1,3,37,26%,27,3.73,https://www.screener.in/company/source/quarter/1274921/6/2023/
ACUTAAS,Sep 2023,154,120,34,22%,1,1,4,31,28%,22,2.71,https://www.screener.in/company/source/quarter/1274921/9/2023/
ACUTAAS,Dec 2023,172,148,25,14%,-30,1,4,-10,71%,-17,-2.55,https://www.screener.in/company/source/quarter/1274921/12/2023/
ACUTAAS,Mar 2024,166,140,27,16%,3,3,4,24,25%,18,2.27,https://www.screener.in/company/source/quarter/1274921/3/2024/
ACUTAAS,Jun 2024,225,182,43,19%,1,2,5,37,31%,26,3.41,https://www.screener.in/company/source/quarter/1274921/6/2024/
ACUTAAS,Sep 2024,177,147,30,17%,1,4,6,20,26%,15,1.71,https://www.screener.in/company/source/quarter/1274921/9/2024/
ACUTAAS,Dec 2024,247,198,49,20%,8,0,7,50,25%,38,4.56,https://www.screener.in/company/source/quarter/1274921/12/2024/
ACUTAAS,Mar 2025,275,206,69,25%,2,1,6,63,28%,45,5.49,https://www.screener.in/company/source/quarter/1274921/3/2025/
ACUTAAS,Jun 2025,308,224,85,28%,6,1,7,83,24%,63,7.63,https://www.screener.in/company/source/quarter/1274921/6/2025/
ACUTAAS,Sep 2025,207,156,51,25%,16,1,8,58,24%,44,5.41,https://www.screener.in/company/source/quarter/1274921/9/2025/
SWIGGY,Sep 2023,"2,390","2,964",-575,-24%,119,17,91,-564,0%,-564,,https://www.screener.in/company/source/quarter/1285142/9/2023/
SWIGGY,Dec 2023,"2,763","3,387",-624,-23%,87,15,105,-657,0%,-657,,https://www.screener.in/company/source/quarter/1285142/12/2023/
SWIGGY,Mar 2024,"3,049","3,575",-526,-17%,78,18,108,-574,0%,-574,,https://www.screener.in/company/source/quarter/1285142/3/2024/
SWIGGY,Jun 2024,"3,046","3,536",-490,-16%,73,20,117,-555,0%,-555,,https://www.screener.in/company/source/quarter/1285142/6/2024/
SWIGGY,Sep 2024,"3,222","3,766",-544,-17%,75,20,122,-611,0%,-611,,https://www.screener.in/company/source/quarter/1285142/9/2024/
SWIGGY,Dec 2024,"3,601","4,156",-554,-15%,83,23,131,-626,0%,-626,-62.70,https://www.screener.in/company/source/quarter/1285142/12/2024/
SWIGGY,Mar 2025,"3,993","4,719",-726,-18%,106,26,154,-799,0%,-799,-3.57,https://www.screener.in/company/source/quarter/1285142/3/2025/
SWIGGY,Jun 2025,"4,410","5,374",-964,-22%,121,32,206,"-1,081",0%,"-1,081",-4.73,https://www.screener.in/company/source/quarter/1285142/6/2025/
OSWALSEEDS,Sep 2022,126.74,118.85,7.89,6.23%,0.02,0.82,0.10,6.99,20.03%,5.58,0.61,https://www.screener.in/company/source/quarter/1274368/9/2022/
OSWALSEEDS,Dec 2022,32.69,32.82,-0.13,-0.40%,0.02,0.84,0.10,-1.05,23.81%,-1.30,-0.14,https://www.screener.in/company/source/quarter/1274368/12/2022/
OSWALSEEDS,Mar 2023,86.62,82.92,3.70,4.27%,0.02,1.51,0.11,2.10,20.95%,1.66,0.18,https://www.screener.in/company/source/quarter/1274368/3/2023/
OSWALSEEDS,Jun 2023,26.27,25.82,0.45,1.71%,0.07,0.53,0.12,-0.13,76.92%,-0.23,-0.03,https://www.screener.in/company/source/quarter/1274368/6/2023/
OSWALSEEDS,Sep 2023,83.32,78.90,4.42,5.30%,0.00,1.49,0.12,2.81,28.11%,2.03,0.22,https://www.screener.in/company/source/quarter/1274368/9/2023/
OSWALSEEDS,Dec 2023,65.55,63.15,2.40,3.66%,0.01,1.38,0.14,0.89,28.09%,0.64,0.07,https://www.screener.in/company/source/quarter/1274368/12/2023/
OSWALSEEDS,Mar 2024,76.74,77.92,-1.18,-1.54%,0.00,1.54,0.17,-2.89,14.88%,-3.32,-0.36,https://www.screener.in/company/source/quarter/1274368/3/2024/
OSWALSEEDS,Jun 2024,43.42,48.05,-4.63,-10.66%,0.09,1.57,0.08,-6.19,-43.30%,-3.51,-0.38,https://www.screener.in/company/source/quarter/1274368/6/2024/
OSWALSEEDS,Sep 2024,76.95,78.98,-2.03,-2.64%,0.01,1.45,0.13,-3.60,-24.44%,-2.72,-0.30,https://www.screener.in/company/source/quarter/1274368/9/2024/
OSWALSEEDS,Dec 2024,67.69,66.16,1.53,2.26%,0.00,0.95,0.13,0.45,31.11%,0.32,0.03,https://www.screener.in/company/source/quarter/1274368/12/2024/
OSWALSEEDS,Mar 2025,75.42,67.30,8.12,10.77%,0.05,0.75,0.12,7.30,26.44%,5.37,0.59,https://www.screener.in/company/source/quarter/1274368/3/2025/
OSWALSEEDS,Jun 2025,25.85,23.91,1.94,7.50%,0.24,1.12,0.12,0.94,40.43%,0.55,0.06,https://www.screener.in/company/source/quarter/1274368/6/2025/
STOVEKRAFT,Mar 2020,200,184,16,8%,1,5,3,9,0%,9,3.65,https://www.screener.in/company/source/quarter/1274828/3/2020/
STOVEKRAFT,Dec 2020,154,155,-1,-1%,0,6,3,-10,0%,-10,-4.15,https://www.screener.in/company/source/quarter/1274828/12/2020/
STOVEKRAFT,Mar 2021,295,252,43,15%,0,6,4,33,0%,33,13.54,https://www.screener.in/company/source/quarter/1274828/3/2021/
CRAFTSMAN,Sep 2022,677,512,165,24%,1,25,53,87,35%,57,26.81,https://www.screener.in/company/source/quarter/1274849/9/2022/
CRAFTSMAN,Dec 2022,776,604,172,22%,2,23,55,96,35%,62,29.57,https://www.screener.in/company/source/quarter/1274849/12/2022/
CRAFTSMAN,Mar 2023,749,591,158,21%,5,30,54,80,35%,52,24.43,https://www.screener.in/company/source/quarter/1274849/3/2023/
CRAFTSMAN,Jun 2023,980,792,188,19%,5,42,60,92,12%,80,36.76,https://www.screener.in/company/source/quarter/1274849/6/2023/
CRAFTSMAN,Sep 2023,"1,038",823,214,21%,4,42,68,107,25%,81,35.25,https://www.screener.in/company/source/quarter/1274849/9/2023/
CRAFTSMAN,Dec 2023,"1,179",942,238,20%,5,42,67,134,22%,104,44.75,https://www.screener.in/company/source/quarter/1274849/12/2023/
CRAFTSMAN,Mar 2024,"1,130",910,220,19%,4,44,70,109,26%,81,34.61,https://www.screener.in/company/source/quarter/1274849/3/2024/
CRAFTSMAN,Jun 2024,"1,105",898,207,19%,6,46,72,94,25%,71,29.50,https://www.screener.in/company/source/quarter/1274849/6/2024/
CRAFTSMAN,Sep 2024,"1,151",954,197,17%,5,49,72,81,26%,59,22.30,https://www.screener.in/company/source/quarter/1274849/9/2024/
CRAFTSMAN,Dec 2024,"1,214","1,021",193,16%,7,41,76,82,25%,62,25.86,https://www.screener.in/company/source/quarter/1274849/12/2024/
CRAFTSMAN,Mar 2025,"1,576","1,377",199,13%,-6,58,103,31,59%,13,5.42,https://www.screener.in/company/source/quarter/1274849/3/2025/
CRAFTSMAN,Jun 2025,"1,749","1,506",244,14%,-5,68,95,76,12%,67,27.99,https://www.screener.in/company/source/quarter/1274849/6/2025/
SWSOLAR,Dec 2022,313,683,-370,-118%,98,33,3,-308,-3%,-299,-15.65,https://www.screener.in/company/source/quarter/1274686/12/2022/
SWSOLAR,Mar 2023,407,471,-64,-16%,11,38,4,-95,4%,-99,-5.34,https://www.screener.in/company/source/quarter/1274686/3/2023/
SWSOLAR,Jun 2023,88,441,-352,-398%,-2,60,4,-418,1%,-421,-22.01,https://www.screener.in/company/source/quarter/1274686/6/2023/
SWSOLAR,Sep 2023,515,552,-37,-7%,7,62,3,-95,-0%,-95,-5.03,https://www.screener.in/company/source/quarter/1274686/9/2023/
SWSOLAR,Dec 2023,760,758,1,0%,17,64,4,-50,9%,-55,-2.86,https://www.screener.in/company/source/quarter/1274686/12/2023/
SWSOLAR,Mar 2024,583,599,-16,-3%,27,68,4,-61,3%,-62,-2.73,https://www.screener.in/company/source/quarter/1274686/3/2024/
SWSOLAR,Jun 2024,"1,178","1,149",29,2%,33,25,4,34,96%,1,0.06,https://www.screener.in/company/source/quarter/1274686/6/2024/
SWSOLAR,Sep 2024,915,890,25,3%,13,19,4,15,67%,5,0.18,https://www.screener.in/company/source/quarter/1274686/9/2024/
SWSOLAR,Dec 2024,"1,030","1,012",18,2%,34,28,4,20,57%,9,0.30,https://www.screener.in/company/source/quarter/1274686/12/2024/
SWSOLAR,Mar 2025,"1,837","1,767",70,4%,5,31,3,41,58%,17,0.64,https://www.screener.in/company/source/quarter/1274686/3/2025/
SWSOLAR,Jun 2025,"2,519","2,386",134,5%,-13,31,3,87,37%,55,2.37,https://www.screener.in/company/source/quarter/1274686/6/2025/
SWSOLAR,Sep 2025,"1,762","1,676",85,5%,21,29,3,75,48%,39,1.37,https://www.screener.in/company/source/quarter/1274686/9/2025/
JAKHARIA,Mar 2021,40.04,36.58,3.46,8.64%,0.00,0.49,0.86,2.11,15.64%,1.79,1.47,https://www.screener.in/company/source/quarter/1274381/3/2021/
JAKHARIA,Sep 2021,34.46,36.42,-1.96,-5.69%,-0.02,0.50,0.88,-3.36,-16.67%,-2.79,-2.29,https://www.screener.in/company/source/quarter/1274381/9/2021/
JAKHARIA,Mar 2022,33.44,43.61,-10.17,-30.41%,0.00,0.50,1.59,-12.26,6.12%,-13.00,-10.66,https://www.screener.in/company/source/quarter/1274381/3/2022/
JAKHARIA,Sep 2022,41.98,42.47,-0.49,-1.17%,-0.38,0.42,0.13,-1.42,4.93%,-1.49,-1.22,https://www.screener.in/company/source/quarter/1274381/9/2022/
JAKHARIA,Mar 2023,44.33,44.56,-0.23,-0.52%,-0.01,0.38,0.79,-1.41,4.96%,-1.48,-1.21,https://www.screener.in/company/source/quarter/1274381/3/2023/
JAKHARIA,Sep 2023,43.02,42.23,0.79,1.84%,-0.01,0.57,0.83,-0.62,11.29%,-0.70,-0.57,https://www.screener.in/company/source/quarter/1274381/9/2023/
JAKHARIA,Mar 2024,45.65,43.63,2.02,4.42%,-0.01,0.32,0.73,0.96,106.25%,-0.06,-0.05,https://www.screener.in/company/source/quarter/1274381/3/2024/
JAKHARIA,Sep 2024,43.15,41.05,2.10,4.87%,-0.01,0.81,0.79,0.49,277.55%,-0.87,-0.71,https://www.screener.in/company/source/quarter/1274381/9/2024/
JAKHARIA,Mar 2025,33.51,30.19,3.32,9.91%,-0.03,0.57,0.67,2.05,57.07%,0.88,0.72,https://www.screener.in/company/source/quarter/1274381/3/2025/
CLSL,Sep 2024,97,91,6,7%,1,1,2,4,20%,3,1.96,https://www.screener.in/company/source/quarter/1284459/9/2024/
CLSL,Mar 2025,106,98,8,8%,0,2,2,4,27%,3,1.62,https://www.screener.in/company/source/quarter/1284459/3/2025/
UCL,Sep 2020,21.71,19.70,2.01,9.26%,0.25,0.41,0.81,1.04,26.92%,0.77,1.00,https://www.screener.in/company/source/quarter/1274394/9/2020/
UCL,Mar 2021,12.60,11.27,1.33,10.56%,0.16,0.37,0.65,0.47,27.66%,0.34,0.44,https://www.screener.in/company/source/quarter/1274394/3/2021/
UCL,Sep 2021,22.55,19.02,3.53,15.65%,0.32,0.24,0.76,2.85,27.02%,2.08,2.70,https://www.screener.in/company/source/quarter/1274394/9/2021/
UCL,Mar 2022,21.11,19.25,1.86,8.81%,0.19,0.32,0.71,1.02,26.47%,0.75,0.97,https://www.screener.in/company/source/quarter/1274394/3/2022/
UCL,Sep 2022,26.63,24.79,1.84,6.91%,0.21,0.48,0.92,0.65,38.46%,0.41,0.53,https://www.screener.in/company/source/quarter/1274394/9/2022/
UCL,Mar 2023,27.00,26.22,0.78,2.89%,0.33,0.33,0.85,-0.07,-71.43%,-0.03,-0.04,https://www.screener.in/company/source/quarter/1274394/3/2023/
UCL,Sep 2023,16.99,17.83,-0.84,-4.94%,2.89,0.24,0.82,0.99,-2.02%,1.01,0.94,https://www.screener.in/company/source/quarter/1274394/9/2023/
UCL,Mar 2024,20.73,20.01,0.72,3.47%,0.54,0.84,1.16,-0.74,109.46%,-1.55,-1.44,https://www.screener.in/company/source/quarter/1274394/3/2024/
UCL,Sep 2024,30.00,28.95,1.05,3.50%,0.77,2.21,1.97,-2.36,36.02%,-3.22,-1.23,https://www.screener.in/company/source/quarter/1274394/9/2024/
UCL,Mar 2025,36.92,36.36,0.56,1.52%,0.81,2.24,1.96,-2.83,9.54%,-3.11,-1.01,https://www.screener.in/company/source/quarter/1274394/3/2025/
DHARMAJ,Mar 2025,255,228,27,11%,0,3,4,20,25%,15,4.46,https://www.screener.in/company/source/quarter/1275369/3/2025/
DHARMAJ,Jun 2025,210,206,4,2%,2,4,5,-3,-23%,-2,-0.72,https://www.screener.in/company/source/quarter/1275369/6/2025/
DALBHARAT,Dec 2022,"2,971","2,592",379,13%,33,54,332,26,-81%,47,2.45,https://www.screener.in/company/source/quarter/1274605/12/2022/
DALBHARAT,Mar 2023,"3,355","2,711",644,19%,42,69,325,292,25%,218,10.88,https://www.screener.in/company/source/quarter/1274605/3/2023/
DALBHARAT,Jun 2023,"3,915","3,205",710,18%,424,64,336,734,17%,609,31.42,https://www.screener.in/company/source/quarter/1274605/6/2023/
DALBHARAT,Sep 2023,"3,627","3,014",613,17%,54,83,399,185,22%,144,6.93,https://www.screener.in/company/source/quarter/1274605/9/2023/
DALBHARAT,Dec 2023,"3,153","2,560",593,19%,80,101,401,171,28%,123,6.29,https://www.screener.in/company/source/quarter/1274605/12/2023/
DALBHARAT,Mar 2024,"3,604","2,825",779,22%,60,108,370,361,26%,266,14.02,https://www.screener.in/company/source/quarter/1274605/3/2024/
DALBHARAT,Jun 2024,"4,307","3,653",654,15%,120,94,328,352,9%,320,16.80,https://www.screener.in/company/source/quarter/1274605/6/2024/
DALBHARAT,Sep 2024,"3,621","2,952",669,18%,-63,95,317,194,25%,145,7.52,https://www.screener.in/company/source/quarter/1274605/9/2024/
DALBHARAT,Dec 2024,"3,087","2,653",434,14%,73,98,336,73,33%,49,2.45,https://www.screener.in/company/source/quarter/1274605/12/2024/
DALBHARAT,Mar 2025,"3,181","2,670",511,16%,37,101,364,83,20%,66,3.25,https://www.screener.in/company/source/quarter/1274605/3/2025/
DALBHARAT,Jun 2025,"4,091","3,298",793,19%,93,105,314,467,6%,439,23.19,https://www.screener.in/company/source/quarter/1274605/6/2025/
DALBHARAT,Sep 2025,"3,636","2,753",883,24%,65,108,322,518,24%,395,20.95,https://www.screener.in/company/source/quarter/1274605/9/2025/
MINDPOOL,Sep 2019,11.89,11.50,0.39,3.28%,-0.12,0.06,0.08,0.13,-38.46%,0.19,0.45,https://www.screener.in/company/source/quarter/1274630/9/2019/
MINDPOOL,Mar 2020,9.35,9.05,0.30,3.21%,0.34,0.03,0.10,0.51,5.88%,0.48,1.13,https://www.screener.in/company/source/quarter/1274630/3/2020/
MINDPOOL,Sep 2020,29.28,27.96,1.32,4.51%,0.15,0.76,0.28,0.43,2.33%,0.20,0.47,https://www.screener.in/company/source/quarter/1274630/9/2020/
MINDPOOL,Mar 2021,37.36,35.32,2.04,5.46%,0.30,0.75,0.29,1.30,14.62%,0.80,1.89,https://www.screener.in/company/source/quarter/1274630/3/2021/
MINDPOOL,Sep 2021,42.93,40.88,2.05,4.78%,0.09,0.97,0.27,0.90,13.33%,0.69,1.63,https://www.screener.in/company/source/quarter/1274630/9/2021/
MINDPOOL,Mar 2022,41.30,39.66,1.64,3.97%,0.04,0.78,0.28,0.62,1.61%,0.60,1.42,https://www.screener.in/company/source/quarter/1274630/3/2022/
MINDPOOL,Sep 2022,28.65,28.43,0.22,0.77%,0.45,0.02,0.07,0.58,12.07%,0.51,1.20,https://www.screener.in/company/source/quarter/1274630/9/2022/
MINDPOOL,Mar 2023,22.71,22.15,0.56,2.47%,0.07,0.16,0.26,0.21,0.00%,0.21,0.50,https://www.screener.in/company/source/quarter/1274630/3/2023/
MINDPOOL,Sep 2023,23.11,23.03,0.08,0.35%,0.13,0.15,0.15,-0.09,288.89%,-0.35,-0.83,https://www.screener.in/company/source/quarter/1274630/9/2023/
MINDPOOL,Mar 2024,23.85,23.53,0.32,1.34%,0.12,0.11,0.22,0.11,0.00%,0.12,0.28,https://www.screener.in/company/source/quarter/1274630/3/2024/
MINDPOOL,Sep 2024,20.52,20.24,0.28,1.36%,0.21,0.14,0.20,0.15,46.67%,0.08,0.19,https://www.screener.in/company/source/quarter/1274630/9/2024/
MINDPOOL,Mar 2025,16.06,15.92,0.14,0.87%,0.11,0.08,0.10,0.07,0.00%,0.07,0.17,https://www.screener.in/company/source/quarter/1274630/3/2025/
NILASPACES,Sep 2022,1.01,1.22,-0.21,-20.79%,0.61,0.00,0.03,0.37,37.84%,0.23,0.01,https://www.screener.in/company/source/quarter/1274609/9/2022/
NILASPACES,Dec 2022,0.00,1.03,-1.03,,0.84,0.00,0.03,-0.22,-36.36%,-0.14,-0.00,https://www.screener.in/company/source/quarter/1274609/12/2022/
NILASPACES,Mar 2023,0.00,2.55,-2.55,,0.63,0.00,0.03,-1.95,-28.72%,-1.39,-0.04,https://www.screener.in/company/source/quarter/1274609/3/2023/
NILASPACES,Jun 2023,0.00,4.13,-4.13,,0.33,0.00,0.03,-3.83,-27.68%,-2.77,-0.07,https://www.screener.in/company/source/quarter/1274609/6/2023/
NILASPACES,Sep 2023,0.00,1.03,-1.03,,0.72,0.01,0.03,-0.35,-28.57%,-0.25,-0.01,https://www.screener.in/company/source/quarter/1274609/9/2023/
NILASPACES,Dec 2023,0.00,1.14,-1.14,,0.98,-0.01,0.03,-0.18,-22.22%,-0.14,-0.00,https://www.screener.in/company/source/quarter/1274609/12/2023/
NILASPACES,Mar 2024,58.42,51.11,7.31,12.51%,8.42,2.29,0.07,13.37,13.01%,11.63,0.30,https://www.screener.in/company/source/quarter/1274609/3/2024/
NILASPACES,Jun 2024,32.29,26.58,5.71,17.68%,0.99,2.47,1.09,3.14,30.57%,2.18,0.06,https://www.screener.in/company/source/quarter/1274609/6/2024/
NILASPACES,Sep 2024,31.11,24.85,6.26,20.12%,1.61,3.01,1.24,3.62,29.28%,2.56,0.06,https://www.screener.in/company/source/quarter/1274609/9/2024/
NILASPACES,Dec 2024,31.91,24.26,7.65,23.97%,2.81,3.85,1.30,5.31,30.89%,3.68,0.09,https://www.screener.in/company/source/quarter/1274609/12/2024/
NILASPACES,Mar 2025,33.02,23.92,9.10,27.56%,2.05,4.63,1.32,5.20,27.69%,3.75,0.10,https://www.screener.in/company/source/quarter/1274609/3/2025/
NILASPACES,Jun 2025,39.76,29.64,10.12,25.45%,2.12,4.59,1.31,6.34,26.18%,4.69,0.12,https://www.screener.in/company/source/quarter/1274609/6/2025/
UNIECOM,Mar 2024,25.96,21.41,4.55,17.53%,1.70,0.15,0.89,5.21,25.72%,3.88,0.66,https://www.screener.in/company/source/quarter/1284886/3/2024/
UNIECOM,Jun 2024,26.53,22.89,3.64,13.72%,1.19,0.17,0.86,3.80,24.21%,2.88,0.49,https://www.screener.in/company/source/quarter/1284886/6/2024/
UNIECOM,Sep 2024,27.47,23.27,4.20,15.29%,1.55,0.16,0.85,4.74,25.74%,3.51,0.60,https://www.screener.in/company/source/quarter/1284886/9/2024/
UNIECOM,Dec 2024,29.31,23.60,5.71,19.48%,1.29,0.14,0.85,6.01,25.62%,4.47,0.44,https://www.screener.in/company/source/quarter/1284886/12/2024/
UNIECOM,Mar 2025,32.74,24.41,8.33,25.44%,1.50,0.13,1.14,8.56,26.52%,6.29,0.62,https://www.screener.in/company/source/quarter/1284886/3/2025/
UNIECOM,Jun 2025,45.27,37.02,8.25,18.22%,1.06,0.15,4.36,4.80,30.21%,3.35,0.33,https://www.screener.in/company/source/quarter/1284886/6/2025/
PARIN,Mar 2020,26,23,3,11%,0,1,0,2,30%,1,0.94,https://www.screener.in/company/source/quarter/1274575/3/2020/
PARIN,Sep 2020,41,35,6,14%,0,2,1,4,29%,3,2.49,https://www.screener.in/company/source/quarter/1274575/9/2020/
PARIN,Mar 2021,42,36,6,13%,0,2,1,3,21%,3,2.32,https://www.screener.in/company/source/quarter/1274575/3/2021/
